,phase,img_path,label
69,train,datasets/AffectNet/train_set/images/190539.jpg,1
70,train,datasets/AffectNet/train_set/images/175975.jpg,2
71,train,datasets/AffectNet/train_set/images/276251.jpg,1
72,train,datasets/AffectNet/train_set/images/376177.jpg,1
73,train,datasets/AffectNet/train_set/images/235071.jpg,0
74,train,datasets/AffectNet/train_set/images/30096.jpg,0
75,train,datasets/AffectNet/train_set/images/65306.jpg,1
76,train,datasets/AffectNet/train_set/images/111212.jpg,0
77,train,datasets/AffectNet/train_set/images/306797.jpg,1
78,train,datasets/AffectNet/train_set/images/91519.jpg,2
79,train,datasets/AffectNet/train_set/images/48024.jpg,2
80,train,datasets/AffectNet/train_set/images/384308.jpg,2
81,train,datasets/AffectNet/train_set/images/157318.jpg,1
82,train,datasets/AffectNet/train_set/images/314358.jpg,1
83,train,datasets/AffectNet/train_set/images/264955.jpg,1
84,train,datasets/AffectNet/train_set/images/20868.jpg,1
85,train,datasets/AffectNet/train_set/images/20995.jpg,1
86,train,datasets/AffectNet/train_set/images/9087.jpg,1
87,train,datasets/AffectNet/train_set/images/32534.jpg,7
88,train,datasets/AffectNet/train_set/images/64859.jpg,3
89,train,datasets/AffectNet/train_set/images/93659.jpg,2
90,train,datasets/AffectNet/train_set/images/107229.jpg,1
91,train,datasets/AffectNet/train_set/images/397780.jpg,0
92,train,datasets/AffectNet/train_set/images/406103.jpg,1
93,train,datasets/AffectNet/train_set/images/352669.jpg,0
94,train,datasets/AffectNet/train_set/images/10229.jpg,1
95,train,datasets/AffectNet/train_set/images/29719.jpg,6
96,train,datasets/AffectNet/train_set/images/280092.jpg,1
97,train,datasets/AffectNet/train_set/images/373781.jpg,4
98,train,datasets/AffectNet/train_set/images/208512.jpg,0
99,train,datasets/AffectNet/train_set/images/68478.jpg,0
100,train,datasets/AffectNet/train_set/images/318613.jpg,6
101,train,datasets/AffectNet/train_set/images/369923.jpg,1
102,train,datasets/AffectNet/train_set/images/312554.jpg,1
103,train,datasets/AffectNet/train_set/images/39680.jpg,1
104,train,datasets/AffectNet/train_set/images/413721.jpg,1
105,train,datasets/AffectNet/train_set/images/36679.jpg,1
106,train,datasets/AffectNet/train_set/images/253333.jpg,6
107,train,datasets/AffectNet/train_set/images/86744.jpg,3
108,train,datasets/AffectNet/train_set/images/352068.jpg,1
109,train,datasets/AffectNet/train_set/images/141446.jpg,6
110,train,datasets/AffectNet/train_set/images/223380.jpg,6
111,train,datasets/AffectNet/train_set/images/342247.jpg,1
112,train,datasets/AffectNet/train_set/images/393706.jpg,0
113,train,datasets/AffectNet/train_set/images/93642.jpg,3
114,train,datasets/AffectNet/train_set/images/253330.jpg,6
115,train,datasets/AffectNet/train_set/images/404745.jpg,1
116,train,datasets/AffectNet/train_set/images/301316.jpg,0
117,train,datasets/AffectNet/train_set/images/408287.jpg,6
118,train,datasets/AffectNet/train_set/images/301226.jpg,1
119,train,datasets/AffectNet/train_set/images/317785.jpg,0
120,train,datasets/AffectNet/train_set/images/407863.jpg,1
121,train,datasets/AffectNet/train_set/images/341365.jpg,0
122,train,datasets/AffectNet/train_set/images/299467.jpg,0
123,train,datasets/AffectNet/train_set/images/25995.jpg,0
124,train,datasets/AffectNet/train_set/images/239507.jpg,1
125,train,datasets/AffectNet/train_set/images/338707.jpg,0
126,train,datasets/AffectNet/train_set/images/26726.jpg,1
127,train,datasets/AffectNet/train_set/images/126146.jpg,6
128,train,datasets/AffectNet/train_set/images/228808.jpg,0
129,train,datasets/AffectNet/train_set/images/1422.jpg,0
130,train,datasets/AffectNet/train_set/images/194010.jpg,1
131,train,datasets/AffectNet/train_set/images/346815.jpg,1
132,train,datasets/AffectNet/train_set/images/22164.jpg,1
133,train,datasets/AffectNet/train_set/images/228175.jpg,1
134,train,datasets/AffectNet/train_set/images/181641.jpg,1
135,train,datasets/AffectNet/train_set/images/360436.jpg,6
136,train,datasets/AffectNet/train_set/images/133725.jpg,1
137,train,datasets/AffectNet/train_set/images/44491.jpg,1
138,train,datasets/AffectNet/train_set/images/78828.jpg,0
139,train,datasets/AffectNet/train_set/images/143665.jpg,1
140,train,datasets/AffectNet/train_set/images/95247.jpg,1
141,train,datasets/AffectNet/train_set/images/162755.jpg,1
142,train,datasets/AffectNet/train_set/images/23376.jpg,2
143,train,datasets/AffectNet/train_set/images/214104.jpg,1
144,train,datasets/AffectNet/train_set/images/342440.jpg,4
145,train,datasets/AffectNet/train_set/images/311056.jpg,1
146,train,datasets/AffectNet/train_set/images/269005.jpg,1
147,train,datasets/AffectNet/train_set/images/324075.jpg,0
148,train,datasets/AffectNet/train_set/images/118196.jpg,1
149,train,datasets/AffectNet/train_set/images/197897.jpg,0
150,train,datasets/AffectNet/train_set/images/309746.jpg,1
151,train,datasets/AffectNet/train_set/images/66702.jpg,0
152,train,datasets/AffectNet/train_set/images/108767.jpg,6
153,train,datasets/AffectNet/train_set/images/282394.jpg,1
154,train,datasets/AffectNet/train_set/images/297370.jpg,0
155,train,datasets/AffectNet/train_set/images/134403.jpg,2
156,train,datasets/AffectNet/train_set/images/339018.jpg,2
157,train,datasets/AffectNet/train_set/images/308739.jpg,1
158,train,datasets/AffectNet/train_set/images/383771.jpg,0
159,train,datasets/AffectNet/train_set/images/367284.jpg,1
160,train,datasets/AffectNet/train_set/images/312188.jpg,1
161,train,datasets/AffectNet/train_set/images/271411.jpg,1
162,train,datasets/AffectNet/train_set/images/220911.jpg,0
163,train,datasets/AffectNet/train_set/images/56543.jpg,1
164,train,datasets/AffectNet/train_set/images/330325.jpg,1
165,train,datasets/AffectNet/train_set/images/349335.jpg,1
166,train,datasets/AffectNet/train_set/images/96692.jpg,1
167,train,datasets/AffectNet/train_set/images/414792.jpg,2
168,train,datasets/AffectNet/train_set/images/361377.jpg,1
169,train,datasets/AffectNet/train_set/images/272829.jpg,0
170,train,datasets/AffectNet/train_set/images/384392.jpg,1
171,train,datasets/AffectNet/train_set/images/238109.jpg,0
172,train,datasets/AffectNet/train_set/images/33657.jpg,3
173,train,datasets/AffectNet/train_set/images/144147.jpg,1
174,train,datasets/AffectNet/train_set/images/72090.jpg,1
175,train,datasets/AffectNet/train_set/images/226717.jpg,0
176,train,datasets/AffectNet/train_set/images/155790.jpg,0
177,train,datasets/AffectNet/train_set/images/163475.jpg,0
178,train,datasets/AffectNet/train_set/images/338936.jpg,1
179,train,datasets/AffectNet/train_set/images/133915.jpg,1
180,train,datasets/AffectNet/train_set/images/50079.jpg,1
181,train,datasets/AffectNet/train_set/images/267697.jpg,1
182,train,datasets/AffectNet/train_set/images/43846.jpg,1
183,train,datasets/AffectNet/train_set/images/202642.jpg,0
184,train,datasets/AffectNet/train_set/images/200659.jpg,1
185,train,datasets/AffectNet/train_set/images/71221.jpg,1
186,train,datasets/AffectNet/train_set/images/200894.jpg,6
187,train,datasets/AffectNet/train_set/images/117319.jpg,0
188,train,datasets/AffectNet/train_set/images/251004.jpg,3
189,train,datasets/AffectNet/train_set/images/85045.jpg,1
190,train,datasets/AffectNet/train_set/images/316590.jpg,6
191,train,datasets/AffectNet/train_set/images/194055.jpg,1
192,train,datasets/AffectNet/train_set/images/111552.jpg,0
193,train,datasets/AffectNet/train_set/images/193103.jpg,0
194,train,datasets/AffectNet/train_set/images/397958.jpg,1
195,train,datasets/AffectNet/train_set/images/150820.jpg,1
196,train,datasets/AffectNet/train_set/images/116464.jpg,1
197,train,datasets/AffectNet/train_set/images/388507.jpg,0
198,train,datasets/AffectNet/train_set/images/342559.jpg,3
199,train,datasets/AffectNet/train_set/images/31263.jpg,0
200,train,datasets/AffectNet/train_set/images/179952.jpg,0
201,train,datasets/AffectNet/train_set/images/351457.jpg,1
202,train,datasets/AffectNet/train_set/images/149195.jpg,2
203,train,datasets/AffectNet/train_set/images/320880.jpg,2
204,train,datasets/AffectNet/train_set/images/306293.jpg,1
205,train,datasets/AffectNet/train_set/images/237673.jpg,1
206,train,datasets/AffectNet/train_set/images/325667.jpg,1
207,train,datasets/AffectNet/train_set/images/222809.jpg,2
208,train,datasets/AffectNet/train_set/images/371927.jpg,2
209,train,datasets/AffectNet/train_set/images/411480.jpg,1
210,train,datasets/AffectNet/train_set/images/400908.jpg,1
211,train,datasets/AffectNet/train_set/images/21991.jpg,1
212,train,datasets/AffectNet/train_set/images/206288.jpg,1
213,train,datasets/AffectNet/train_set/images/302788.jpg,1
214,train,datasets/AffectNet/train_set/images/109377.jpg,0
215,train,datasets/AffectNet/train_set/images/99711.jpg,6
216,train,datasets/AffectNet/train_set/images/328508.jpg,1
217,train,datasets/AffectNet/train_set/images/382897.jpg,1
218,train,datasets/AffectNet/train_set/images/69944.jpg,2
219,train,datasets/AffectNet/train_set/images/401266.jpg,1
220,train,datasets/AffectNet/train_set/images/317719.jpg,0
221,train,datasets/AffectNet/train_set/images/81420.jpg,1
222,train,datasets/AffectNet/train_set/images/397730.jpg,1
223,train,datasets/AffectNet/train_set/images/184600.jpg,1
224,train,datasets/AffectNet/train_set/images/250389.jpg,1
225,train,datasets/AffectNet/train_set/images/1254.jpg,1
226,train,datasets/AffectNet/train_set/images/402381.jpg,0
227,train,datasets/AffectNet/train_set/images/181191.jpg,1
228,train,datasets/AffectNet/train_set/images/408794.jpg,0
229,train,datasets/AffectNet/train_set/images/38776.jpg,0
230,train,datasets/AffectNet/train_set/images/305849.jpg,0
231,train,datasets/AffectNet/train_set/images/117869.jpg,0
232,train,datasets/AffectNet/train_set/images/257485.jpg,1
233,train,datasets/AffectNet/train_set/images/7708.jpg,1
234,train,datasets/AffectNet/train_set/images/161352.jpg,1
235,train,datasets/AffectNet/train_set/images/134052.jpg,1
236,train,datasets/AffectNet/train_set/images/64391.jpg,0
237,train,datasets/AffectNet/train_set/images/78137.jpg,0
238,train,datasets/AffectNet/train_set/images/128611.jpg,0
239,train,datasets/AffectNet/train_set/images/232948.jpg,1
240,train,datasets/AffectNet/train_set/images/301485.jpg,1
241,train,datasets/AffectNet/train_set/images/112874.jpg,1
242,train,datasets/AffectNet/train_set/images/180818.jpg,6
243,train,datasets/AffectNet/train_set/images/86041.jpg,2
244,train,datasets/AffectNet/train_set/images/361641.jpg,7
245,train,datasets/AffectNet/train_set/images/12318.jpg,1
246,train,datasets/AffectNet/train_set/images/236224.jpg,2
247,train,datasets/AffectNet/train_set/images/102611.jpg,1
248,train,datasets/AffectNet/train_set/images/356802.jpg,1
249,train,datasets/AffectNet/train_set/images/276085.jpg,6
250,train,datasets/AffectNet/train_set/images/414249.jpg,1
251,train,datasets/AffectNet/train_set/images/371026.jpg,1
252,train,datasets/AffectNet/train_set/images/328701.jpg,1
253,train,datasets/AffectNet/train_set/images/297844.jpg,1
254,train,datasets/AffectNet/train_set/images/336310.jpg,2
255,train,datasets/AffectNet/train_set/images/205915.jpg,1
256,train,datasets/AffectNet/train_set/images/142456.jpg,0
257,train,datasets/AffectNet/train_set/images/390840.jpg,1
258,train,datasets/AffectNet/train_set/images/244188.jpg,3
259,train,datasets/AffectNet/train_set/images/377977.jpg,2
260,train,datasets/AffectNet/train_set/images/69704.jpg,6
261,train,datasets/AffectNet/train_set/images/177852.jpg,2
262,train,datasets/AffectNet/train_set/images/224616.jpg,1
263,train,datasets/AffectNet/train_set/images/99292.jpg,1
264,train,datasets/AffectNet/train_set/images/347106.jpg,0
265,train,datasets/AffectNet/train_set/images/173688.jpg,3
266,train,datasets/AffectNet/train_set/images/334272.jpg,1
267,train,datasets/AffectNet/train_set/images/352894.jpg,1
268,train,datasets/AffectNet/train_set/images/173390.jpg,1
269,train,datasets/AffectNet/train_set/images/172316.jpg,1
270,train,datasets/AffectNet/train_set/images/28979.jpg,0
271,train,datasets/AffectNet/train_set/images/190640.jpg,2
272,train,datasets/AffectNet/train_set/images/343206.jpg,2
273,train,datasets/AffectNet/train_set/images/413350.jpg,1
274,train,datasets/AffectNet/train_set/images/271149.jpg,6
275,train,datasets/AffectNet/train_set/images/302405.jpg,0
276,train,datasets/AffectNet/train_set/images/110299.jpg,1
277,train,datasets/AffectNet/train_set/images/147427.jpg,2
278,train,datasets/AffectNet/train_set/images/324622.jpg,1
279,train,datasets/AffectNet/train_set/images/223114.jpg,4
280,train,datasets/AffectNet/train_set/images/51335.jpg,0
281,train,datasets/AffectNet/train_set/images/195381.jpg,1
282,train,datasets/AffectNet/train_set/images/196060.jpg,1
283,train,datasets/AffectNet/train_set/images/272545.jpg,3
284,train,datasets/AffectNet/train_set/images/265694.jpg,1
285,train,datasets/AffectNet/train_set/images/136157.jpg,3
286,train,datasets/AffectNet/train_set/images/393905.jpg,0
287,train,datasets/AffectNet/train_set/images/146635.jpg,1
288,train,datasets/AffectNet/train_set/images/352722.jpg,1
289,train,datasets/AffectNet/train_set/images/267500.jpg,1
290,train,datasets/AffectNet/train_set/images/383954.jpg,1
291,train,datasets/AffectNet/train_set/images/246059.jpg,1
292,train,datasets/AffectNet/train_set/images/134019.jpg,1
293,train,datasets/AffectNet/train_set/images/340679.jpg,2
294,train,datasets/AffectNet/train_set/images/242982.jpg,2
295,train,datasets/AffectNet/train_set/images/226361.jpg,1
296,train,datasets/AffectNet/train_set/images/359356.jpg,3
297,train,datasets/AffectNet/train_set/images/68235.jpg,4
298,train,datasets/AffectNet/train_set/images/155841.jpg,1
299,train,datasets/AffectNet/train_set/images/336798.jpg,1
300,train,datasets/AffectNet/train_set/images/257808.jpg,6
301,train,datasets/AffectNet/train_set/images/413177.jpg,6
302,train,datasets/AffectNet/train_set/images/262369.jpg,0
303,train,datasets/AffectNet/train_set/images/165990.jpg,0
304,train,datasets/AffectNet/train_set/images/354037.jpg,6
305,train,datasets/AffectNet/train_set/images/145936.jpg,6
306,train,datasets/AffectNet/train_set/images/275620.jpg,1
307,train,datasets/AffectNet/train_set/images/342807.jpg,2
308,train,datasets/AffectNet/train_set/images/85672.jpg,4
309,train,datasets/AffectNet/train_set/images/331300.jpg,7
310,train,datasets/AffectNet/train_set/images/300583.jpg,0
311,train,datasets/AffectNet/train_set/images/155554.jpg,2
312,train,datasets/AffectNet/train_set/images/212187.jpg,2
313,train,datasets/AffectNet/train_set/images/359460.jpg,1
314,train,datasets/AffectNet/train_set/images/369159.jpg,1
315,train,datasets/AffectNet/train_set/images/203749.jpg,5
316,train,datasets/AffectNet/train_set/images/299278.jpg,2
317,train,datasets/AffectNet/train_set/images/13470.jpg,1
318,train,datasets/AffectNet/train_set/images/372803.jpg,0
319,train,datasets/AffectNet/train_set/images/304970.jpg,0
320,train,datasets/AffectNet/train_set/images/257071.jpg,1
321,train,datasets/AffectNet/train_set/images/232476.jpg,1
322,train,datasets/AffectNet/train_set/images/146766.jpg,4
323,train,datasets/AffectNet/train_set/images/67473.jpg,1
324,train,datasets/AffectNet/train_set/images/360899.jpg,1
325,train,datasets/AffectNet/train_set/images/22638.jpg,1
326,train,datasets/AffectNet/train_set/images/126497.jpg,1
327,train,datasets/AffectNet/train_set/images/300799.jpg,4
328,train,datasets/AffectNet/train_set/images/13538.jpg,3
329,train,datasets/AffectNet/train_set/images/221175.jpg,0
330,train,datasets/AffectNet/train_set/images/271413.jpg,1
331,train,datasets/AffectNet/train_set/images/378848.jpg,6
332,train,datasets/AffectNet/train_set/images/137834.jpg,1
333,train,datasets/AffectNet/train_set/images/268883.jpg,3
334,train,datasets/AffectNet/train_set/images/131839.jpg,0
335,train,datasets/AffectNet/train_set/images/187906.jpg,1
336,train,datasets/AffectNet/train_set/images/94400.jpg,0
337,train,datasets/AffectNet/train_set/images/162169.jpg,0
338,train,datasets/AffectNet/train_set/images/3614.jpg,0
339,train,datasets/AffectNet/train_set/images/279460.jpg,6
340,train,datasets/AffectNet/train_set/images/173521.jpg,1
341,train,datasets/AffectNet/train_set/images/116169.jpg,2
342,train,datasets/AffectNet/train_set/images/362494.jpg,1
343,train,datasets/AffectNet/train_set/images/301591.jpg,1
344,train,datasets/AffectNet/train_set/images/43701.jpg,2
345,train,datasets/AffectNet/train_set/images/13810.jpg,0
346,train,datasets/AffectNet/train_set/images/246253.jpg,2
347,train,datasets/AffectNet/train_set/images/40476.jpg,2
348,train,datasets/AffectNet/train_set/images/259671.jpg,1
349,train,datasets/AffectNet/train_set/images/95563.jpg,3
350,train,datasets/AffectNet/train_set/images/294450.jpg,1
351,train,datasets/AffectNet/train_set/images/282485.jpg,0
352,train,datasets/AffectNet/train_set/images/408928.jpg,0
353,train,datasets/AffectNet/train_set/images/23464.jpg,2
354,train,datasets/AffectNet/train_set/images/205595.jpg,7
355,train,datasets/AffectNet/train_set/images/69126.jpg,0
356,train,datasets/AffectNet/train_set/images/19640.jpg,0
357,train,datasets/AffectNet/train_set/images/143217.jpg,0
358,train,datasets/AffectNet/train_set/images/279687.jpg,1
359,train,datasets/AffectNet/train_set/images/338869.jpg,3
360,train,datasets/AffectNet/train_set/images/87993.jpg,1
361,train,datasets/AffectNet/train_set/images/214204.jpg,1
362,train,datasets/AffectNet/train_set/images/245473.jpg,0
363,train,datasets/AffectNet/train_set/images/60872.jpg,0
364,train,datasets/AffectNet/train_set/images/87357.jpg,0
365,train,datasets/AffectNet/train_set/images/252321.jpg,1
366,train,datasets/AffectNet/train_set/images/275057.jpg,1
367,train,datasets/AffectNet/train_set/images/125156.jpg,0
368,train,datasets/AffectNet/train_set/images/324587.jpg,1
369,train,datasets/AffectNet/train_set/images/65126.jpg,0
370,train,datasets/AffectNet/train_set/images/93865.jpg,1
371,train,datasets/AffectNet/train_set/images/177881.jpg,6
372,train,datasets/AffectNet/train_set/images/244703.jpg,1
373,train,datasets/AffectNet/train_set/images/210193.jpg,0
374,train,datasets/AffectNet/train_set/images/23824.jpg,1
375,train,datasets/AffectNet/train_set/images/129076.jpg,1
376,train,datasets/AffectNet/train_set/images/78421.jpg,1
377,train,datasets/AffectNet/train_set/images/130423.jpg,1
378,train,datasets/AffectNet/train_set/images/114157.jpg,0
379,train,datasets/AffectNet/train_set/images/260563.jpg,6
380,train,datasets/AffectNet/train_set/images/172360.jpg,6
381,train,datasets/AffectNet/train_set/images/166190.jpg,4
382,train,datasets/AffectNet/train_set/images/264588.jpg,0
383,train,datasets/AffectNet/train_set/images/48610.jpg,0
384,train,datasets/AffectNet/train_set/images/114160.jpg,6
385,train,datasets/AffectNet/train_set/images/358123.jpg,1
386,train,datasets/AffectNet/train_set/images/84598.jpg,1
387,train,datasets/AffectNet/train_set/images/344133.jpg,1
388,train,datasets/AffectNet/train_set/images/49811.jpg,4
389,train,datasets/AffectNet/train_set/images/10976.jpg,1
390,train,datasets/AffectNet/train_set/images/339958.jpg,1
391,train,datasets/AffectNet/train_set/images/392130.jpg,1
392,train,datasets/AffectNet/train_set/images/398037.jpg,1
393,train,datasets/AffectNet/train_set/images/408992.jpg,0
394,train,datasets/AffectNet/train_set/images/238132.jpg,1
395,train,datasets/AffectNet/train_set/images/352458.jpg,1
396,train,datasets/AffectNet/train_set/images/256244.jpg,1
397,train,datasets/AffectNet/train_set/images/305314.jpg,1
398,train,datasets/AffectNet/train_set/images/247142.jpg,1
399,train,datasets/AffectNet/train_set/images/237989.jpg,1
400,train,datasets/AffectNet/train_set/images/75047.jpg,1
401,train,datasets/AffectNet/train_set/images/267378.jpg,0
402,train,datasets/AffectNet/train_set/images/369781.jpg,1
403,train,datasets/AffectNet/train_set/images/384299.jpg,1
404,train,datasets/AffectNet/train_set/images/198915.jpg,0
405,train,datasets/AffectNet/train_set/images/110616.jpg,1
406,train,datasets/AffectNet/train_set/images/149117.jpg,2
407,train,datasets/AffectNet/train_set/images/326374.jpg,0
408,train,datasets/AffectNet/train_set/images/322737.jpg,0
409,train,datasets/AffectNet/train_set/images/98243.jpg,1
410,train,datasets/AffectNet/train_set/images/103959.jpg,6
411,train,datasets/AffectNet/train_set/images/136931.jpg,1
412,train,datasets/AffectNet/train_set/images/24089.jpg,0
413,train,datasets/AffectNet/train_set/images/207609.jpg,0
414,train,datasets/AffectNet/train_set/images/353685.jpg,0
415,train,datasets/AffectNet/train_set/images/94659.jpg,1
416,train,datasets/AffectNet/train_set/images/46231.jpg,2
417,train,datasets/AffectNet/train_set/images/216164.jpg,0
418,train,datasets/AffectNet/train_set/images/35655.jpg,1
419,train,datasets/AffectNet/train_set/images/5545.jpg,3
420,train,datasets/AffectNet/train_set/images/193615.jpg,1
421,train,datasets/AffectNet/train_set/images/150240.jpg,1
422,train,datasets/AffectNet/train_set/images/48283.jpg,3
423,train,datasets/AffectNet/train_set/images/408463.jpg,0
424,train,datasets/AffectNet/train_set/images/146387.jpg,0
425,train,datasets/AffectNet/train_set/images/242606.jpg,0
426,train,datasets/AffectNet/train_set/images/244318.jpg,0
427,train,datasets/AffectNet/train_set/images/112191.jpg,0
428,train,datasets/AffectNet/train_set/images/410948.jpg,6
429,train,datasets/AffectNet/train_set/images/30139.jpg,1
430,train,datasets/AffectNet/train_set/images/127766.jpg,7
431,train,datasets/AffectNet/train_set/images/267231.jpg,6
432,train,datasets/AffectNet/train_set/images/97149.jpg,6
433,train,datasets/AffectNet/train_set/images/238137.jpg,0
434,train,datasets/AffectNet/train_set/images/191983.jpg,6
435,train,datasets/AffectNet/train_set/images/375860.jpg,0
436,train,datasets/AffectNet/train_set/images/308401.jpg,3
437,train,datasets/AffectNet/train_set/images/25936.jpg,1
438,train,datasets/AffectNet/train_set/images/112199.jpg,1
439,train,datasets/AffectNet/train_set/images/21782.jpg,0
440,train,datasets/AffectNet/train_set/images/285051.jpg,1
441,train,datasets/AffectNet/train_set/images/205163.jpg,1
442,train,datasets/AffectNet/train_set/images/27457.jpg,1
443,train,datasets/AffectNet/train_set/images/9593.jpg,6
444,train,datasets/AffectNet/train_set/images/264324.jpg,3
445,train,datasets/AffectNet/train_set/images/58192.jpg,0
446,train,datasets/AffectNet/train_set/images/24778.jpg,1
447,train,datasets/AffectNet/train_set/images/42995.jpg,1
448,train,datasets/AffectNet/train_set/images/332149.jpg,0
449,train,datasets/AffectNet/train_set/images/408285.jpg,0
450,train,datasets/AffectNet/train_set/images/124613.jpg,3
451,train,datasets/AffectNet/train_set/images/232783.jpg,6
452,train,datasets/AffectNet/train_set/images/400398.jpg,1
453,train,datasets/AffectNet/train_set/images/10091.jpg,0
454,train,datasets/AffectNet/train_set/images/200417.jpg,1
455,train,datasets/AffectNet/train_set/images/18186.jpg,6
456,train,datasets/AffectNet/train_set/images/146120.jpg,1
457,train,datasets/AffectNet/train_set/images/104925.jpg,1
458,train,datasets/AffectNet/train_set/images/68330.jpg,1
459,train,datasets/AffectNet/train_set/images/303982.jpg,6
460,train,datasets/AffectNet/train_set/images/142568.jpg,3
461,train,datasets/AffectNet/train_set/images/127936.jpg,0
462,train,datasets/AffectNet/train_set/images/86963.jpg,1
463,train,datasets/AffectNet/train_set/images/255808.jpg,6
464,train,datasets/AffectNet/train_set/images/205791.jpg,0
465,train,datasets/AffectNet/train_set/images/226852.jpg,1
466,train,datasets/AffectNet/train_set/images/180776.jpg,1
467,train,datasets/AffectNet/train_set/images/103018.jpg,1
468,train,datasets/AffectNet/train_set/images/181958.jpg,1
469,train,datasets/AffectNet/train_set/images/33553.jpg,1
470,train,datasets/AffectNet/train_set/images/250795.jpg,1
471,train,datasets/AffectNet/train_set/images/414278.jpg,2
472,train,datasets/AffectNet/train_set/images/30242.jpg,6
473,train,datasets/AffectNet/train_set/images/8182.jpg,1
474,train,datasets/AffectNet/train_set/images/96304.jpg,1
475,train,datasets/AffectNet/train_set/images/187164.jpg,7
476,train,datasets/AffectNet/train_set/images/137497.jpg,0
477,train,datasets/AffectNet/train_set/images/217418.jpg,0
478,train,datasets/AffectNet/train_set/images/304967.jpg,0
479,train,datasets/AffectNet/train_set/images/350314.jpg,5
480,train,datasets/AffectNet/train_set/images/302210.jpg,0
481,train,datasets/AffectNet/train_set/images/258266.jpg,6
